Date,Open,High,Low,Close,Adj Close,Volume
2013-07-01,1562.339966,1670.359985,1544.500000,1660.979980,1660.979980,0
2013-08-01,1676.839966,1701.020020,1628.069946,1643.540039,1643.540039,0
2013-09-01,1661.219971,1768.290039,1650.890015,1750.280029,1750.280029,0
2013-10-01,1748.939941,1810.750000,1703.430054,1775.280029,1775.280029,0
2013-11-01,1781.739990,1822.670044,1756.150024,1812.469971,1812.469971,0
2013-12-01,1813.839966,1911.530029,1803.089966,1910.920044,1910.920044,0
2014-01-01,1897.310059,1955.479980,1872.189941,1897.650024,1897.650024,0
2014-02-01,1895.369995,2040.849976,1834.000000,2021.130005,2021.130005,0
2014-03-01,1999.390015,2054.370117,1975.910034,2015.949951,2015.949951,0
2014-04-01,2025.000000,2060.540039,1910.270020,1970.079956,1970.079956,0
2014-05-01,1976.780029,2062.669922,1928.489990,2057.629883,2057.629883,0
2014-06-01,2065.719971,2156.239990,2046.060059,2153.070068,2153.070068,0
2014-07-01,2159.050049,2196.969971,2130.590088,2137.270020,2137.270020,0
2014-08-01,2136.209961,2227.810059,2102.600098,2226.979980,2226.979980,0
2014-09-01,2231.179932,2280.370117,2192.919922,2216.810059,2216.810059,0
2014-10-01,2210.739990,2268.560059,1966.199951,2263.510010,2263.510010,0
2014-11-01,2264.379883,2403.320068,2259.810059,2396.159912,2396.159912,0
2014-12-01,2387.370117,2426.260010,2283.550049,2367.850098,2367.850098,0
2015-01-01,2379.030029,2387.810059,2227.060059,2229.540039,2229.540039,0
2015-02-01,2236.370117,2427.540039,2194.159912,2411.989990,2411.989990,0
2015-03-01,2426.340088,2450.270020,2272.729980,2352.360107,2352.360107,0
2015-04-01,2342.760010,2430.169922,2316.239990,2370.219971,2370.219971,0
2015-05-01,2387.479980,2468.149902,2341.290039,2449.370117,2449.370117,0
2015-06-01,2464.060059,2466.669922,2294.370117,2298.790039,2298.790039,0
2015-07-01,2318.800049,2334.979980,2235.379883,2298.790039,2298.790039,0
2015-08-01,2301.300049,2337.800049,1953.849976,2168.149902,2168.149902,0
2015-09-01,2115.840088,2234.449951,2056.489990,2134.810059,2134.810059,0
2015-10-01,2136.370117,2376.800049,2090.909912,2346.659912,2346.659912,0
2015-11-01,2349.560059,2389.699951,2269.209961,2373.340088,2373.340088,0
2015-12-01,2378.429932,2412.169922,2272.219971,2312.469971,2312.469971,0
2016-01-01,2261.129883,2290.449951,1966.270020,2137.580078,2137.580078,0
2016-02-01,2123.050049,2182.979980,1942.619995,2153.020020,2153.020020,0
2016-03-01,2172.169922,2350.820068,2166.159912,2342.090088,2342.090088,0
2016-04-01,2323.699951,2355.239990,2215.209961,2231.129883,2231.129883,0
2016-05-01,2229.199951,2393.530029,2170.689941,2392.010010,2392.010010,0
2016-06-01,2378.169922,2426.060059,2206.179932,2367.310059,2367.310059,0
2016-07-01,2350.969971,2581.090088,2289.070068,2546.000000,2546.000000,0
2016-08-01,2548.580078,2703.850098,2496.739990,2678.899902,2678.899902,0
2016-09-01,2680.100098,2785.590088,2606.270020,2775.070068,2775.070068,0
2016-10-01,2774.889893,2808.110107,2672.459961,2775.909912,2775.909912,0
2016-11-01,2780.010010,2877.189941,2674.080078,2839.489990,2839.489990,0
2016-12-01,2838.820068,2953.370117,2727.929932,2868.699951,2868.699951,0
2017-01-01,2890.719971,3099.250000,2873.110107,3069.020020,3069.020020,0
2017-02-01,3090.889893,3211.560059,3056.530029,3187.540039,3187.540039,0
2017-03-01,3216.419922,3293.590088,3185.350098,3275.530029,3275.530029,0
2017-04-01,3277.100098,3359.389893,3199.679932,3336.770020,3336.770020,0
2017-05-01,3345.300049,3558.879883,3336.370117,3533.320068,3533.320068,0
2017-06-01,3537.830078,3654.340088,3374.370117,3400.550049,3400.550049,0
2017-07-01,3422.780029,3608.120117,3359.260010,3500.969971,3500.969971,0
2017-08-01,3511.520020,3592.899902,3407.659912,3588.800049,3588.800049,0
2017-09-01,3597.969971,3714.010010,3532.870117,3713.010010,3713.010010,0
2017-10-01,3721.709961,3976.929932,3708.010010,3967.679932,3967.679932,0
2017-11-01,3978.760010,4095.060059,3893.050049,3944.610107,3944.610107,0
2017-12-01,3918.820068,4025.570068,3817.360107,3920.959961,3920.959961,0
2018-01-01,3943.100098,4290.399902,3929.649902,4227.399902,4227.399902,0
2018-02-01,4192.790039,4307.029785,3741.540039,4211.379883,4211.379883,0
2018-03-01,4217.810059,4544.459961,4061.500000,4148.759766,4148.759766,0
2018-04-01,4120.529785,4294.120117,3968.379883,4072.929932,4072.929932,0
2018-05-01,4050.870117,4356.149902,4029.419922,4282.470215,4282.470215,0
2018-06-01,4309.200195,4441.589844,4121.200195,4193.319824,4193.319824,0
2018-07-01,4148.910156,4439.620117,4138.200195,4322.720215,4322.720215,0
2018-08-01,4318.029785,4456.879883,4206.890137,4422.299805,4422.299805,0
2018-09-01,4391.250000,4399.250000,4184.990234,4325.689941,4325.689941,0
2018-10-01,4342.450195,4360.200195,3673.199951,3899.090088,3899.090088,0
2018-11-01,3906.659912,4098.229980,3733.520020,4037.560059,4037.560059,0
2018-12-01,4134.750000,4141.299805,3451.909912,3705.780029,3705.780029,0
2019-01-01,3628.179932,4163.029785,3543.389893,4139.609863,4139.609863,0
2019-02-01,4151.720215,4463.419922,4148.520020,4368.140137,4368.140137,0
2019-03-01,4413.740234,4623.089844,4211.910156,4493.189941,4493.189941,0
2019-04-01,4554.979980,4917.580078,4536.009766,4867.450195,4867.450195,0
2019-05-01,4905.250000,4919.310059,4236.709961,4237.279785,4237.279785,0
2019-06-01,4255.180176,4675.899902,4145.450195,4660.720215,4660.720215,0
2019-07-01,4814.299805,5033.049805,4700.850098,4811.689941,4811.689941,5616400
2019-08-01,4821.149902,4924.919922,4434.459961,4693.410156,4693.410156,4378500
2019-09-01,4652.069824,4969.140137,4613.569824,4771.680176,4771.680176,5189700
2019-10-01,4800.040039,5002.669922,4592.779785,4932.700195,4932.700195,5571500
2019-11-01,4970.830078,5223.140137,4960.740234,5187.080078,5187.080078,4571500
2019-12-01,5190.339844,5511.479980,4990.020020,5457.729980,5457.729980,1630700
2020-01-01,5515.020020,5853.470215,5441.009766,5473.450195,5473.450195,5037300
2020-02-01,5498.689941,5968.600098,4903.319824,5135.310059,5135.310059,5123600
2020-03-01,5189.259766,5382.939941,3905.489990,4606.709961,4606.709961,11525700
2020-04-01,4434.910156,5355.339844,4336.919922,5234.000000,5234.000000,7635400
2020-05-01,5089.350098,5631.149902,4953.790039,5619.859863,5619.859863,4686400
2020-06-01,5585.009766,6000.709961,5528.970215,5960.270020,5960.270020,6682600
2020-07-01,5951.410156,6335.729980,5914.359863,6300.770020,6300.770020,6840800
2020-08-01,6348.790039,6673.990234,6211.549805,6651.299805,6651.299805,6727600
2020-09-01,6691.490234,6936.259766,6009.229980,6401.729980,6401.729980,10226800
2020-10-01,6487.350098,6907.939941,6270.890137,6320.770020,6320.770020,7177800
2020-11-01,6376.759766,7175.830078,6280.270020,7170.509766,7170.509766,6745500
2020-12-01,7215.939941,7601.330078,7175.509766,7541.049805,7541.049805,7466100
2021-01-01,7589.089844,8040.109863,7375.450195,7576.529785,7576.529785,7614300
2021-02-01,7687.629883,8574.839844,7657.100098,7888.029785,7888.029785,6237700
2021-03-01,8033.569824,8187.350098,7176.660156,7866.839844,7866.839844,9149700
2021-04-01,8012.229980,8385.589844,8002.370117,8121.359863,8121.359863,6844800
2021-05-01,8169.200195,8170.299805,7434.029785,8064.850098,8064.850098,6296500
2021-06-01,8108.589844,8724.419922,7877.790039,8681.209961,8681.209961,6130900
2021-07-01,8651.650391,8917.469727,8254.980469,8886.169922,8886.169922,5365300
2021-08-01,8938.709961,9266.190430,8585.339844,9139.070313,9139.070313,7332600
2021-09-01,9164.669922,9242.879883,8590.009766,8606.639648,8606.639648,6412700
2021-10-01,8647.620117,9307.250000,8360.530273,9276.330078,9276.330078,6218700
2021-11-01,9271.089844,9926.870117,9253.629883,9446.780273,9446.780273,7919300
2021-12-01,9596.549805,9793.419922,9006.860352,9575.389648,9575.389648,8780000
2022-01-01,9596.480469,9649.769531,7717.359863,8542.900391,8542.900391,9840600
2022-02-01,8587.719727,8858.110352,7467.810059,8277.559570,8277.559570,9948400
2022-03-01,8298.719727,8646.959961,7148.459961,8320.059570,8320.059570,8298100
2022-04-01,8367.530273,8498.610352,7067.979980,7102.069824,7102.069824,8804200
2022-05-01,7098.799805,7506.890137,6227.870117,7042.379883,7042.379883,11818800
2022-06-01,7114.500000,7285.609863,6002.790039,6248.299805,6248.299805,9635000
2022-07-01,6219.609863,7048.229980,6114.240234,7032.790039,7032.790039,8949300
2022-08-01,6956.950195,7508.580078,6498.279785,6534.080078,6534.080078,9411300
2022-09-01,6378.790039,6772.830078,5721.799805,5723.830078,5723.830078,11058200
2022-10-01,5792.899902,6229.729980,5198.430176,5821.620117,5821.620117,10607600
2022-11-01,5946.549805,6292.430176,5303.270020,6262.310059,6262.310059,5710600
